slug,num,name_en,name_ja,type1,type2,hp,atk,def,spa,spd,spe,ability0_slug,ability1_slug,abilityH_slug,weight_kg,height_m,category,form_type,base_form_slug,fixed_item,fixed_tera_type,gender_rate,sprite_url,nfe,include
lopunny,428,Lopunny,ミミロップ,Normal,,65,76,84,54,96,105,cute-charm,klutz,limber,33.3,1.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,false,○
lopunny-mega,428,Lopunny-Mega,メガミミロップ,Normal,Fighting,65,136,94,54,96,135,scrappy,,,28.3,1.3,normal,mega,lopunny,lopunnite,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png,false,○
mismagius,429,Mismagius,ムウマージ,Ghost,,60,60,60,105,105,105,levitate,,,4.4,0.9,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,false,○
honchkrow,430,Honchkrow,ドンカラス,Dark,Flying,100,125,52,105,52,71,insomnia,super-luck,moxie,27.3,0.9,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,false,○
chingling,433,Chingling,リーシャン,Psychic,,45,30,50,65,50,45,levitate,,,0.6,0.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,true,○
stunky,434,Stunky,スカンプー,Poison,Dark,63,63,47,41,41,74,stench,aftermath,keen-eye,19.2,0.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,true,○
skuntank,435,Skuntank,スカタンク,Poison,Dark,103,93,67,71,61,84,stench,aftermath,keen-eye,38,1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,false,○
bronzor,436,Bronzor,ドーミラー,Steel,Psychic,57,24,86,24,86,23,levitate,heatproof,heavy-metal,60.5,0.5,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,true,○
bronzong,437,Bronzong,ドータクン,Steel,Psychic,67,89,116,79,116,33,levitate,heatproof,heavy-metal,187,1.3,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,false,○
bonsly,438,Bonsly,ウソハチ,Rock,,50,80,95,10,45,10,sturdy,rock-head,rattled,15,0.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,true,○
happiny,440,Happiny,ピンプク,Normal,,100,5,5,15,65,30,natural-cure,serene-grace,friend-guard,24.4,0.6,normal,base,,,,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,true,○
spiritomb,442,Spiritomb,ミカルゲ,Ghost,Dark,50,92,108,92,108,35,pressure,,infiltrator,108,1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,false,○
gible,443,Gible,フカマル,Dragon,Ground,58,70,45,40,45,42,sand-veil,,rough-skin,20.5,0.7,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,true,○
gabite,444,Gabite,ガバイト,Dragon,Ground,68,90,65,50,55,82,sand-veil,,rough-skin,56,1.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,true,○
garchomp,445,Garchomp,ガブリアス,Dragon,Ground,108,130,95,80,85,102,sand-veil,,rough-skin,95,1.9,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,false,○
garchomp-mega,445,Garchomp-Mega,メガガブリアス,Dragon,Ground,108,170,115,120,95,92,sand-force,,,95,1.9,normal,mega,garchomp,garchompite,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png,false,○
munchlax,446,Munchlax,ゴンベ,Normal,,135,85,40,40,85,5,pickup,thick-fat,gluttony,105,0.6,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,true,○
riolu,447,Riolu,リオル,Fighting,,40,70,40,35,40,60,steadfast,inner-focus,prankster,20.2,0.7,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,true,○
lucario,448,Lucario,ルカリオ,Fighting,Steel,70,110,70,115,70,90,steadfast,inner-focus,justified,54,1.2,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,false,○
lucario-mega,448,Lucario-Mega,メガルカリオ,Fighting,Steel,70,145,88,140,70,112,adaptability,,,57.5,1.3,normal,mega,lucario,lucarionite,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png,false,○
hippopotas,449,Hippopotas,ヒポポタス,Ground,,68,72,78,38,42,32,sand-stream,,sand-force,49.5,0.8,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,true,○
hippowdon,450,Hippowdon,カバルドン,Ground,,108,112,118,68,72,47,sand-stream,,sand-force,300,2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,false,○
croagunk,453,Croagunk,グレッグル,Poison,Fighting,48,61,40,61,40,50,anticipation,dry-skin,poison-touch,23,0.7,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,true,○
toxicroak,454,Toxicroak,ドクロッグ,Poison,Fighting,83,106,65,86,65,85,anticipation,dry-skin,poison-touch,44.4,1.3,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,false,○
finneon,456,Finneon,ケイコウオ,Water,,49,49,56,49,61,66,swift-swim,storm-drain,water-veil,7,0.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,true,○
lumineon,457,Lumineon,ネオラント,Water,,69,69,76,69,86,91,swift-swim,storm-drain,water-veil,24,1.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,false,○
snover,459,Snover,ユキカブリ,Grass,Ice,60,62,50,62,60,40,snow-warning,,soundproof,50.5,1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,true,○
abomasnow,460,Abomasnow,ユキノオー,Grass,Ice,90,92,75,92,85,60,snow-warning,,soundproof,135.5,2.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,false,○
abomasnow-mega,460,Abomasnow-Mega,メガユキノオー,Grass,Ice,90,132,105,132,105,30,snow-warning,,,185,2.7,normal,mega,abomasnow,abomasite,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10060.png,false,○
weavile,461,Weavile,マニューラ,Dark,Ice,70,120,65,45,85,125,pressure,,pickpocket,34,1.1,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,false,○
magnezone,462,Magnezone,ジバコイル,Electric,Steel,70,70,115,130,90,60,magnet-pull,sturdy,analytic,180,1.2,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,false,○
rhyperior,464,Rhyperior,ドサイドン,Ground,Rock,115,140,130,55,55,40,lightning-rod,solid-rock,reckless,282.8,2.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,false,○
electivire,466,Electivire,エレキブル,Electric,,75,123,67,95,85,95,motor-drive,,vital-spirit,138.6,1.8,normal,base,,,,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,false,○
magmortar,467,Magmortar,ブーバーン,Fire,,75,95,67,125,95,83,flame-body,,vital-spirit,68,1.6,normal,base,,,,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,false,○
yanmega,469,Yanmega,メガヤンマ,Bug,Flying,86,76,86,116,56,95,speed-boost,tinted-lens,frisk,51.5,1.9,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,false,○
leafeon,470,Leafeon,リーフィア,Grass,,65,110,130,60,65,95,leaf-guard,,chlorophyll,25.5,1,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,false,○
glaceon,471,Glaceon,グレイシア,Ice,,65,60,110,130,95,65,snow-cloak,,ice-body,25.9,0.8,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,false,○
gliscor,472,Gliscor,グライオン,Ground,Flying,75,95,125,45,75,95,hyper-cutter,sand-veil,poison-heal,42.5,2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,false,○
mamoswine,473,Mamoswine,マンムー,Ice,Ground,110,130,80,70,60,80,oblivious,snow-cloak,thick-fat,291,2.5,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,false,○
porygon-z,474,Porygon-Z,ポリゴンＺ,Normal,,85,80,70,135,75,90,adaptability,download,analytic,34,0.9,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,false,○
gallade,475,Gallade,エルレイド,Psychic,Fighting,68,125,65,65,115,80,steadfast,sharpness,justified,52,1.6,normal,base,,,,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,false,○
gallade-mega,475,Gallade-Mega,メガエルレイド,Psychic,Fighting,68,165,95,65,115,110,inner-focus,,,56.4,1.6,normal,mega,gallade,galladite,,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png,false,○
probopass,476,Probopass,ダイノーズ,Rock,Steel,60,55,145,75,150,40,sturdy,magnet-pull,sand-force,340,1.4,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,false,○
dusknoir,477,Dusknoir,ヨノワール,Ghost,,45,100,135,65,135,45,pressure,,frisk,106.6,2.2,normal,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,false,○
froslass,478,Froslass,ユキメノコ,Ice,Ghost,70,80,70,80,70,110,snow-cloak,,cursed-body,26.6,1.3,normal,base,,,,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,false,○
rotom,479,Rotom,ロトム,Electric,Ghost,50,50,77,95,77,91,levitate,,,0.3,0.3,normal,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,false,○
rotom-fan,479,Rotom-Fan,ロトム（スピンロトム）,Electric,Flying,50,65,107,105,107,86,levitate,,,0.3,0.3,normal,variant,rotom,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10011.png,false,○
rotom-frost,479,Rotom-Frost,ロトム（フロストロトム）,Electric,Ice,50,65,107,105,107,86,levitate,,,0.3,0.3,normal,variant,rotom,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10010.png,false,○
rotom-heat,479,Rotom-Heat,ロトム（ヒートロトム）,Electric,Fire,50,65,107,105,107,86,levitate,,,0.3,0.3,normal,variant,rotom,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10008.png,false,○
rotom-mow,479,Rotom-Mow,ロトム（カットロトム）,Electric,Grass,50,65,107,105,107,86,levitate,,,0.3,0.3,normal,variant,rotom,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10012.png,false,○
rotom-wash,479,Rotom-Wash,ロトム（ウォッシュロトム）,Electric,Water,50,65,107,105,107,86,levitate,,,0.3,0.3,normal,variant,rotom,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10009.png,false,○
uxie,480,Uxie,ユクシー,Psychic,,75,75,130,75,130,95,levitate,,,0.3,0.3,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,false,○
mesprit,481,Mesprit,エムリット,Psychic,,80,105,105,105,105,80,levitate,,,0.3,0.3,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,false,○
azelf,482,Azelf,アグノム,Psychic,,75,125,70,125,70,115,levitate,,,0.3,0.3,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,false,○
dialga,483,Dialga,ディアルガ,Steel,Dragon,100,120,120,150,100,90,pressure,,telepathy,683,5.4,restricted,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,false,○
dialga-origin,483,Dialga-Origin,ディアルガ（オリジンフォルム）,Steel,Dragon,100,100,120,150,120,90,pressure,,telepathy,850,7,restricted,variant,dialga,adamant-crystal,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10245.png,false,○
palkia,484,Palkia,パルキア,Water,Dragon,90,120,100,150,120,100,pressure,,telepathy,336,4.2,restricted,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,false,○
palkia-origin,484,Palkia-Origin,パルキア（オリジンフォルム）,Water,Dragon,90,100,100,150,120,120,pressure,,telepathy,660,6.3,restricted,variant,palkia,lustrous-globe,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10246.png,false,○
heatran,485,Heatran,ヒードラン,Fire,Steel,91,90,106,130,106,77,flash-fire,,flame-body,430,1.7,sub_legendary,base,,,,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,false,○
regigigas,486,Regigigas,レジギガス,Normal,,110,160,110,80,110,100,slow-start,,,420,3.7,sub_legendary,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,false,○
giratina,487,Giratina,ギラティナ,Ghost,Dragon,150,100,120,100,120,90,pressure,,telepathy,750,4.5,restricted,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,false,○
giratina-origin,487,Giratina-Origin,ギラティナ（オリジンフォルム）,Ghost,Dragon,150,120,100,120,100,90,levitate,,,650,6.9,restricted,variant,giratina,griseous-core,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10007.png,false,○
cresselia,488,Cresselia,クレセリア,Psychic,,120,70,110,75,120,85,levitate,,,85.6,1.5,sub_legendary,base,,,,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,false,○
phione,489,Phione,フィオネ,Water,,80,80,80,80,80,80,hydration,,,3.1,0.4,mythical,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,false,○
manaphy,490,Manaphy,マナフィ,Water,,100,100,100,100,100,100,hydration,,,1.4,0.3,mythical,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,false,○
darkrai,491,Darkrai,ダークライ,Dark,,70,90,90,135,90,125,bad-dreams,,,50.5,1.5,mythical,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,false,○
shaymin,492,Shaymin,シェイミ,Grass,,100,100,100,100,100,100,natural-cure,,,2.1,0.2,mythical,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,false,○
shaymin-sky,492,Shaymin-Sky,シェイミ（スカイフォルム）,Grass,Flying,100,103,75,120,75,127,serene-grace,,,5.2,0.4,mythical,variant,shaymin,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10006.png,false,○
arceus,493,Arceus,アルセウス,Normal,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,base,,,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-bug,493,Arceus-Bug,アルセウス（むし）,Bug,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,insect-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-dark,493,Arceus-Dark,アルセウス（あく）,Dark,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,dread-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-dragon,493,Arceus-Dragon,アルセウス（ドラゴン）,Dragon,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,draco-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-electric,493,Arceus-Electric,アルセウス（でんき）,Electric,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,zap-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-fairy,493,Arceus-Fairy,アルセウス（フェアリー）,Fairy,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,pixie-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-fighting,493,Arceus-Fighting,アルセウス（かくとう）,Fighting,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,fist-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-fire,493,Arceus-Fire,アルセウス（ほのお）,Fire,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,flame-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-flying,493,Arceus-Flying,アルセウス（ひこう）,Flying,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,sky-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-ghost,493,Arceus-Ghost,アルセウス（ゴースト）,Ghost,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,spooky-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-grass,493,Arceus-Grass,アルセウス（くさ）,Grass,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,meadow-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-ground,493,Arceus-Ground,アルセウス（じめん）,Ground,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,earth-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-ice,493,Arceus-Ice,アルセウス（こおり）,Ice,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,icicle-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-poison,493,Arceus-Poison,アルセウス（どく）,Poison,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,toxic-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-psychic,493,Arceus-Psychic,アルセウス（エスパー）,Psychic,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,mind-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-rock,493,Arceus-Rock,アルセウス（いわ）,Rock,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,stone-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-steel,493,Arceus-Steel,アルセウス（はがね）,Steel,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,iron-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
arceus-water,493,Arceus-Water,アルセウス（みず）,Water,,120,120,120,120,120,120,multitype,,,320,3.2,mythical,variant,arceus,splash-plate,,-1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,false,○
snivy,495,Snivy,ツタージャ,Grass,,45,45,55,45,55,63,overgrow,,contrary,8.1,0.6,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,true,○
servine,496,Servine,ジャノビー,Grass,,60,60,75,60,75,83,overgrow,,contrary,16,0.8,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,true,○
serperior,497,Serperior,ジャローダ,Grass,,75,75,95,75,95,113,overgrow,,contrary,63,3.3,normal,base,,,,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,false,○
