slug,num,name_en,name_ja,type,category,power,accuracy,pp,priority,target,short_desc_en,short_desc_ja,include
dragon-dance,349,Dragon Dance,りゅうのまい,Dragon,Status,,,20,0,self,Raises the user's Attack and Speed by 1.,神秘的で　力強い　舞を 激しく　おどる。　自分の 攻撃と　素早さを　あげる。,○
rock-blast,350,Rock Blast,ロックブラスト,Rock,Physical,25,90,10,0,normal,Hits 2-5 times in one turn.,硬い　岩石を 相手に　発射して　攻撃する。 ２ー５回の　間　連続で　だす。,○
shock-wave,351,Shock Wave,でんげきは,Electric,Special,60,,20,0,normal,This move does not check accuracy.,電撃を　素早く 相手に　浴びせる。 攻撃は　必ず　命中する。,○
water-pulse,352,Water Pulse,みずのはどう,Water,Special,60,100,20,0,any,20% chance to confuse the target.,水の　振動を 相手に　与えて　攻撃する。 相手を　混乱させることが　ある。,○
doom-desire,353,Doom Desire,はめつのねがい,Steel,Special,140,100,5,0,normal,Hits two turns after being used.,技を　使った　２ターン後に 無数の　光の　束で 相手を　攻撃する。,○
psycho-boost,354,Psycho Boost,サイコブースト,Psychic,Special,140,90,5,0,normal,Lowers the user's Sp. Atk by 2.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
roost,355,Roost,はねやすめ,Flying,Status,,,5,0,self,Heals 50% HP. Flying-type removed 'til turn ends.,地面に　降りて　体を　やすめる。 最大ＨＰの　半分の ＨＰを　回復する。,○
gravity,356,Gravity,じゅうりょく,Psychic,Status,,,5,0,all,"5 turns: no Ground immunities, 1.67x accuracy.",５ターンの間　ふゆうや　ひこうタイプに じめんタイプの　技が　当たるようになる。 空中に　飛ぶ　技も　使えない。,○
miracle-eye,357,Miracle Eye,ミラクルアイ,Psychic,Status,,,40,0,normal,Psychic hits Dark. Evasiveness ignored.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
wake-up-slap,358,Wake-Up Slap,めざましビンタ,Fighting,Physical,70,100,10,0,normal,"Power doubles if target is asleep, and wakes it.",この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
hammer-arm,359,Hammer Arm,アームハンマー,Fighting,Physical,100,90,10,0,normal,Lowers the user's Speed by 1.,強くて　重い　こぶしを ふるって　ダメージを　与える。 自分の　素早さが　さがる。,○
gyro-ball,360,Gyro Ball,ジャイロボール,Steel,Physical,,100,5,0,normal,More power the slower the user than the target.,体を　高速に　回転させて 体当たりする。相手より　素早さが 低いほど　強い。,○
healing-wish,361,Healing Wish,いやしのねがい,Psychic,Status,,,10,0,self,User faints. Next hurt Pokemon is fully healed.,自分は　ひんしに　なるが 控えから　でてくる　ポケモンの 状態異常と　ＨＰを　回復する。,○
brine,362,Brine,しおみず,Water,Special,65,100,10,0,normal,Power doubles if the target's HP is 50% or less.,相手が　ＨＰの　半分くらい きずを　おっていると　技の　威力が ２倍に　なる。,○
natural-gift,363,Natural Gift,しぜんのめぐみ,Normal,Physical,,100,15,0,normal,Power and type depends on the user's Berry.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
feint,364,Feint,フェイント,Normal,Physical,30,100,10,2,normal,"Nullifies Detect, Protect, and Quick/Wide Guard.",まもるや　みきり　などを　している 相手に　攻撃が　できる。 守りの　効果を　解除させる。,○
pluck,365,Pluck,ついばむ,Flying,Physical,60,100,20,0,any,User steals and eats the target's Berry.,くちばしで　攻撃。 相手が　きのみを　持っているとき 食べて　きのみの　効果を　受けられる。,○
tailwind,366,Tailwind,おいかぜ,Flying,Status,,,15,0,allySide,"For 4 turns, allies' Speed is doubled.",激しく　吹きあれる 風の渦を　つくり　４ターンの　間 味方　全員の　素早さを　あげる。,○
acupressure,367,Acupressure,つぼをつく,Normal,Status,,,30,0,adjacentAllyOrSelf,Raises a random stat of the user or an ally by 2.,つぼおしで　体を　活性化させる。 能力の　どれか　１つを ぐーんと　あげる。,○
metal-burst,368,Metal Burst,メタルバースト,Steel,Physical,,100,10,0,scripted,"If hit by an attack, returns 1.5x damage.",技を　だす前に 最後に　受けた　技の　ダメージを 大きくして　だした　相手に　返す。,○
u-turn,369,U-turn,とんぼがえり,Bug,Physical,70,100,20,0,normal,User switches out after damaging the target.,攻撃したあと ものすごい　スピードで　もどってきて 控えの　ポケモンと　入れ替わる。,○
close-combat,370,Close Combat,インファイト,Fighting,Physical,120,100,5,0,normal,Lowers the user's Defense and Sp. Def by 1.,守りを　捨てて　相手の　ふところに 突撃する。　自分の 防御と　特防が　さがる。,○
payback,371,Payback,しっぺがえし,Dark,Physical,50,100,10,0,normal,Power doubles if the user moves after the target.,ためこんで　攻撃する。 相手より　あとに　攻撃できると 技の　威力は　２倍に　なる。,○
assurance,372,Assurance,ダメおし,Dark,Physical,60,100,10,0,normal,Power doubles if target was damaged this turn.,そのターンに　相手が すでに　ダメージを　受けていたら 技の　威力は　２倍に　なる。,○
embargo,373,Embargo,さしおさえ,Dark,Status,,100,15,0,normal,"For 5 turns, the target's item has no effect.",この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
fling,374,Fling,なげつける,Dark,Physical,,100,10,0,normal,Flings the user's item at the target. Power varies.,持たせた　道具を 素早く　投げつけて　攻撃する。 道具で　威力と　効果が　変わる。,○
psycho-shift,375,Psycho Shift,サイコシフト,Psychic,Status,,100,10,0,normal,Transfers the user's status ailment to the target.,超能力で　暗示を　かけて 自分の　受けている　状態異常を 相手に　うつす。,○
trump-card,376,Trump Card,きりふだ,Normal,Special,,,5,0,normal,More power the fewer PP this move has left.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
heal-block,377,Heal Block,かいふくふうじ,Psychic,Status,,100,15,0,allAdjacentFoes,"For 5 turns, the foe(s) is prevented from healing.",この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
wring-out,378,Wring Out,しぼりとる,Normal,Special,,100,5,0,normal,More power the more HP the target has left.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
power-trick,379,Power Trick,パワートリック,Psychic,Status,,,10,0,self,Switches user's Attack and Defense stats.,超能力で 自分の　攻撃と　防御の 力を　交換する。,○
gastro-acid,380,Gastro Acid,いえき,Poison,Status,,100,10,0,normal,Nullifies the target's Ability.,胃液を　相手の 体に　吐きつける。　ついた　胃液は 相手の　特性の　効果を　消す。,○
lucky-chant,381,Lucky Chant,おまじない,Normal,Status,,,30,0,allySide,"For 5 turns, shields user's party from critical hits.",この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
me-first,382,Me First,さきどり,Normal,Status,,,20,0,adjacentFoe,Copies a foe at 1.5x power. User must be faster.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
copycat,383,Copycat,まねっこ,Normal,Status,,,20,0,self,Uses the last move used in the battle.,直前に　でた　技を　まねして 同じ　技を　だす。 技が　でていないと　失敗する。,○
power-swap,384,Power Swap,パワースワップ,Psychic,Status,,,10,0,normal,Swaps Attack and Sp. Atk stat stages with target.,超能力で　自分と　相手の 攻撃と　特攻の 能力変化を　入れ替える。,○
guard-swap,385,Guard Swap,ガードスワップ,Psychic,Status,,,10,0,normal,Swaps Defense and Sp. Def changes with target.,超能力で　自分と　相手の 防御と　特防の 能力変化を　入れ替える。,○
punishment,386,Punishment,おしおき,Dark,Physical,,100,5,0,normal,60 power +20 for each of the target's stat boosts.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
last-resort,387,Last Resort,とっておき,Normal,Physical,140,100,5,0,normal,Fails unless each known move has been used.,戦闘中に　おぼえている　技を すべて　使うと　はじめて　だせる とっておきの　技。,○
worry-seed,388,Worry Seed,なやみのタネ,Grass,Status,,100,10,0,normal,The target's Ability becomes Insomnia.,心を　なやませる　タネを 植えつける。　相手を　眠れなくして 特性を　ふみんに　する。,○
sucker-punch,389,Sucker Punch,ふいうち,Dark,Physical,70,100,5,1,normal,Usually goes first. Fails if target is not attacking.,相手より　先に　攻撃　できる。 相手が　だす技が 攻撃技でないと　失敗する。,○
toxic-spikes,390,Toxic Spikes,どくびし,Poison,Status,,,20,0,foeSide,Poisons grounded foes on switch-in. Max 2 layers.,相手の　足下に　どくびしを しかける。　交代で　でてきた　相手の ポケモンに　毒を　おわせる。,○
heart-swap,391,Heart Swap,ハートスワップ,Psychic,Status,,,10,0,normal,Swaps all stat changes with target.,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,○
aqua-ring,392,Aqua Ring,アクアリング,Water,Status,,,20,0,self,User recovers 1/16 max HP per turn.,自分の　体の　周りを 水で　つくった　ベールで　おおう。 毎ターン　ＨＰを　回復する。,○
magnet-rise,393,Magnet Rise,でんじふゆう,Electric,Status,,,10,0,self,"For 5 turns, the user has immunity to Ground.",電気で　つくった　磁力の　力で 宙に　浮かぶ。 ５ターンの　間　浮遊できる。,○
flare-blitz,394,Flare Blitz,フレアドライブ,Fire,Physical,120,100,15,0,normal,Has 33% recoil. 10% chance to burn. Thaws user.,炎を　まとって　突進する。 自分も　かなり　ダメージを　受ける。 やけど状態に　することが　ある。,○
